"date","weekday","hour","time_start","time_end","duration_minutes","temp","fall","wind","bad_weather_flag","basic","factor","tip","total","type","target","tar_sym","is_weekend"
2026-04-26,"Sunday",19,19:35:00,19:50:00,15,8,0,1.1,FALSE,7.4,2.26,0,7.4,"fast food","Prądnik Biały","IV",TRUE
2026-04-26,"Sunday",19,19:53:00,20:21:00,28,7.4,0,1,FALSE,13.81,2.26,0,13.81,"groceries","Prądnik Biały","IV",TRUE
2026-04-26,"Sunday",20,20:21:00,20:52:00,31,7,0,0.9,FALSE,8.69,2.24,7.6,16.29,"fast food","Prądnik Biały","IV",TRUE
2026-04-26,"Sunday",20,20:52:00,21:12:00,20,5.9,0,0.6,FALSE,10.21,0,0,10.21,"groceries","Bronowice","VI",TRUE
2026-04-26,"Sunday",21,21:25:00,21:59:00,34,5.7,0,1.2,FALSE,12.79,2.06,0,12.79,"japanese","Zwierzyniec","VII",TRUE
2026-04-27,"Monday",9,09:59:00,10:38:00,39,13,0,3.3,FALSE,13.93,1.96,0,13.93,"groceries","Stare Miasto","I",FALSE
2026-04-27,"Monday",10,10:58:00,11:17:00,19,13.7,0,4.5,FALSE,7.73,1.76,5.54,13.27,"fast food","Zwierzyniec","VII",FALSE
2026-04-27,"Monday",11,11:26:00,11:49:00,23,14.2,0,3.8,FALSE,10.45,1.94,0,10.45,"pharma","Stare Miasto","I",FALSE
2026-04-27,"Monday",11,11:49:00,12:21:00,32,13.9,0,3,FALSE,11.81,1.94,0,11.81,"fast food","Zwierzyniec","VII",FALSE
2026-04-27,"Monday",12,12:39:00,13:08:00,29,14.8,0,4.8,FALSE,13.04,2.18,0,13.04,"fast food","Prądnik Biały","IV",FALSE
2026-04-27,"Monday",16,16:00:00,16:34:00,34,15.6,0,1.7,FALSE,15.01,2.32,0,15.01,"polish","Grzegórzki","II",FALSE
2026-04-27,"Monday",16,16:36:00,17:07:00,31,14.8,0,2.8,FALSE,10.52,2.32,0,10.52,"groceries","Czyżyny","XIV",FALSE
2026-04-27,"Monday",17,17:24:00,17:58:00,34,14,0,2.1,FALSE,12.83,2.42,0,12.83,"groceries","Czyżyny","XIV",FALSE
2026-04-27,"Monday",17,17:58:00,18:28:00,30,12.6,0,2.3,FALSE,10.71,2.42,0,10.71,"pizza","Czyżyny","XIV",FALSE
2026-04-27,"Monday",18,18:28:00,18:52:00,24,12,0,1.9,FALSE,12.41,2.38,0,12.41,"pizza","Mistrzejowice","XV",FALSE
2026-04-27,"Monday",18,18:55:00,19:07:00,12,11.4,0,1.9,FALSE,7.4,2.38,0,7.4,"liquors","Mistrzejowice","XV",FALSE
2026-04-28,"Tuesday",8,08:04:00,08:31:00,27,7.7,0,2.6,FALSE,9.87,1.76,3.69,13.56,"coffee","Stare Miasto","I",FALSE
2026-04-28,"Tuesday",8,08:31:00,08:40:00,9,8.7,0,3.9,FALSE,7.4,0,0,7.4,"fast food","Stare Miasto","I",FALSE
2026-04-28,"Tuesday",8,08:40:00,09:11:00,31,8.7,0,1.3,FALSE,11.63,1.76,0,11.63,"coffee","Podgórze","XIII",FALSE
2026-04-28,"Tuesday",9,09:18:00,09:40:00,22,8.8,0,2.5,FALSE,7.4,1.76,0,7.4,"bakery","Podgórze","XIII",FALSE
2026-04-28,"Tuesday",9,09:50:00,10:33:00,43,9.3,0,3.3,FALSE,10.21,1.76,0,10.21,"groceries","Łagiewniki - Borek Fałęcki","IX",FALSE
2026-04-28,"Tuesday",10,10:40:00,11:09:00,29,10.4,0,1.1,FALSE,7.4,1.76,6.26,13.66,"groceries","Podgórze","XIII",FALSE
2026-04-28,"Tuesday",14,14:01:00,14:35:00,34,12.6,0,1.4,FALSE,10.82,2.04,0,10.82,"fast food","Stare Miasto","I",FALSE
2026-04-28,"Tuesday",14,14:35:00,15:03:00,28,12,0,3.2,FALSE,11.1,2.04,0,11.1,"burgers","Zwierzyniec","VII",FALSE
2026-04-28,"Tuesday",15,15:03:00,15:41:00,38,12,0,1.2,FALSE,10.39,2.28,0,10.39,"japanese","Prądnik Biały","IV",FALSE
2026-04-28,"Tuesday",15,15:41:00,16:20:00,39,11.8,0,3.5,FALSE,18.03,2.28,0,18.03,"groceries","Zwierzyniec","VII",FALSE
2026-04-28,"Tuesday",20,20:03:00,20:45:00,42,8,0,2.1,FALSE,12.29,2.38,0,12.29,"groceries","Stare Miasto","I",FALSE
2026-04-28,"Tuesday",20,20:46:00,21:12:00,26,7.2,0,1.6,FALSE,12.75,2.38,3.16,15.91,"fast food","Zwierzyniec","VII",FALSE
2026-04-29,"Wednesday",8,08:11:00,08:57:00,46,7.8,0,1.7,FALSE,13.12,1.76,0,13.12,"fast food","Grzegórzki","II",FALSE
2026-04-29,"Wednesday",8,08:57:00,09:32:00,35,8.7,0,1.7,FALSE,6.78,1.76,0,6.78,"breakfast","Stare Miasto","I",FALSE
2026-04-29,"Wednesday",8,08:57:00,09:19:00,22,8.7,0,1.7,FALSE,6.78,1.76,0,6.78,"breakfast","Stare Miasto","I",FALSE
2026-04-29,"Wednesday",9,09:32:00,10:03:00,31,9,0,3.1,FALSE,8.41,1.76,0,8.41,"bakery","Stare Miasto","I",FALSE
2026-04-29,"Wednesday",10,10:03:00,10:43:00,40,9.9,0,1.5,FALSE,10.39,1.76,0,10.39,"coffee","Grzegórzki","II",FALSE
2026-04-29,"Wednesday",10,10:43:00,11:17:00,34,10.8,0,1.7,FALSE,8.07,1.76,0,8.07,"fast food","Podgórze","XIII",FALSE
2026-04-29,"Wednesday",12,12:59:00,13:24:00,25,11.8,0,1.8,FALSE,11.17,2.32,0,11.17,"fast food","Prądnik Czerwony","III",FALSE
2026-04-29,"Wednesday",13,13:24:00,13:48:00,24,12,0,3.6,FALSE,11.78,2.34,0,11.78,"fast food","Prądnik Czerwony","III",FALSE
2026-04-29,"Wednesday",13,13:49:00,14:15:00,26,11.4,0,3.5,FALSE,12.52,2.34,0,12.52,"korean","Czyżyny","XIV",FALSE
